Graph,Library,Method,Sort,Triangles,Time_ms,IterType
soc-LiveJournal1.mtx,LAGraph,Sandia_ULT,Desc,132003236,10031.6,Measured
soc-LiveJournal1.mtx,LAGraph,Sandia_ULT,Desc,132003236,10030,Measured
soc-LiveJournal1.mtx,LAGraph,Sandia_ULT,Desc,132003236,10025.4,Measured
soc-LiveJournal1.mtx,LAGraph,Sandia_ULT,Desc,132003236,10028.7,Measured
soc-LiveJournal1.mtx,LAGraph,Sandia_ULT,Desc,132003236,10040.6,Measured
soc-LiveJournal1.mtx,LAGraph,Sandia_ULT,Desc,132003236,10117.8,Measured
soc-LiveJournal1.mtx,LAGraph,Sandia_ULT,Desc,132003236,10035.6,Measured
soc-LiveJournal1.mtx,LAGraph,Sandia_ULT,Desc,132003236,10256,Measured
soc-LiveJournal1.mtx,SPLA,Masked-mxm,None,,345.331,Warmup
soc-LiveJournal1.mtx,SPLA,Masked-mxm,None,,65.634,Measured
soc-LiveJournal1.mtx,SPLA,Masked-mxm,None,,68.238,Measured
soc-LiveJournal1.mtx,SPLA,Masked-mxm,None,,187.168,Measured
soc-LiveJournal1.mtx,SPLA,Masked-mxm,None,,180.02,Measured
soc-LiveJournal1.mtx,SPLA,Masked-mxm,None,,186.995,Measured
soc-LiveJournal1.mtx,SPLA,Masked-mxm,None,,179.842,Measured
soc-LiveJournal1.mtx,SPLA,Masked-mxm,None,,75.011,Measured
soc-LiveJournal1.mtx,SPLA,Masked-mxm,None,,58.096,Measured
soc-LiveJournal1.mtx,SPLA,Masked-mxm,None,,185.735,Measured
soc-LiveJournal1.mtx,SPLA,Masked-mxm,None,,184.614,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,NoSort,85962754,8454.08,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,NoSort,85962754,8428.98,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,NoSort,85962754,8454.6,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,NoSort,85962754,8624.53,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,NoSort,85962754,8471.78,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,NoSort,85962754,8474.37,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,NoSort,85962754,8477.53,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,NoSort,85962754,8324.46,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,NoSort,85962754,8225.66,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,NoSort,85962754,8220.79,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,Desc,85962754,8281.73,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,Desc,85962754,8185.33,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,Desc,85962754,8114.01,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,Desc,85962754,8243.15,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,Desc,85962754,8226.15,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,Desc,85962754,8156.04,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,Desc,85962754,8164.39,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,Desc,85962754,8155.68,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,Desc,85962754,8133.43,Measured
rgg_n_2_22_s0.mtx,LAGraph,Burkhardt,Desc,85962754,8147.37,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,NoSort,85962754,3049.99,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,NoSort,85962754,2873.94,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,NoSort,85962754,2898.51,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,NoSort,85962754,2878.43,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,NoSort,85962754,2886.28,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,NoSort,85962754,2867.53,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,NoSort,85962754,2895.79,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,NoSort,85962754,2924.78,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,NoSort,85962754,2890.05,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,NoSort,85962754,2898.05,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,Desc,85962754,2901.64,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,Desc,85962754,2878.36,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,Desc,85962754,2889.9,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,Desc,85962754,2896.81,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,Desc,85962754,2925.86,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,Desc,85962754,2856.97,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,Desc,85962754,2874.05,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,Desc,85962754,2904.46,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,Desc,85962754,2863.91,Measured
rgg_n_2_22_s0.mtx,LAGraph,Cohen,Desc,85962754,2890.78,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,NoSort,85962754,1923.76,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,NoSort,85962754,1957.18,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,NoSort,85962754,1938.09,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,NoSort,85962754,1926.67,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,NoSort,85962754,1951.17,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,NoSort,85962754,1935.1,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,NoSort,85962754,1958.06,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,NoSort,85962754,1911.2,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,NoSort,85962754,1959.09,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,NoSort,85962754,1935.43,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Asc,85962754,3890.66,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Asc,85962754,3892.09,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Asc,85962754,3890.96,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Asc,85962754,3876.02,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Asc,85962754,3875.81,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Asc,85962754,3828.78,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Asc,85962754,3882.53,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Asc,85962754,3856.49,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Asc,85962754,3837.4,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Asc,85962754,3819.44,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Desc,85962754,3717.97,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Desc,85962754,3722.61,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Desc,85962754,3734.66,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Desc,85962754,3710.05,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Desc,85962754,3727.91,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Desc,85962754,3761.36,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Desc,85962754,3696.82,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Desc,85962754,3703.04,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Desc,85962754,3695.85,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LL,Desc,85962754,3696.36,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,NoSort,85962754,1959.13,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,NoSort,85962754,1954.77,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,NoSort,85962754,1954.74,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,NoSort,85962754,1958.67,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,NoSort,85962754,1953.29,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,NoSort,85962754,1952.99,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,NoSort,85962754,1954.06,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,NoSort,85962754,1954.74,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,NoSort,85962754,1964.99,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,NoSort,85962754,1951.76,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Asc,85962754,3700.65,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Asc,85962754,3702.34,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Asc,85962754,3699.22,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Asc,85962754,3700.22,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Asc,85962754,3705.81,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Asc,85962754,3699.71,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Asc,85962754,3700.46,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Asc,85962754,3696.18,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Asc,85962754,3691.85,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Asc,85962754,3714.2,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Desc,85962754,3833.06,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Desc,85962754,3826.79,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Desc,85962754,3824.02,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Desc,85962754,3830.28,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Desc,85962754,3826.37,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Desc,85962754,3824.18,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Desc,85962754,3830.6,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Desc,85962754,3840.11,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Desc,85962754,3830.29,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_UU,Desc,85962754,3839.31,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,NoSort,85962754,937.396,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,NoSort,85962754,939.137,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,NoSort,85962754,936.373,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,NoSort,85962754,936.052,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,NoSort,85962754,937.246,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,NoSort,85962754,934.805,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,NoSort,85962754,937.582,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,NoSort,85962754,940.421,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,NoSort,85962754,935.198,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,NoSort,85962754,942.123,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Asc,85962754,3028.87,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Asc,85962754,3040.59,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Asc,85962754,3038.62,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Asc,85962754,3041.54,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Asc,85962754,3033.86,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Asc,85962754,3033.84,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Asc,85962754,3053.23,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Asc,85962754,3044.85,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Asc,85962754,3076.32,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Asc,85962754,3047.61,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Desc,85962754,3005.66,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Desc,85962754,2989.35,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Desc,85962754,2987.24,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Desc,85962754,2967.46,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Desc,85962754,2987.26,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Desc,85962754,2985.13,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Desc,85962754,2995.68,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Desc,85962754,2989.26,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Desc,85962754,2975.9,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_LUT,Desc,85962754,2991.81,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,NoSort,85962754,1024.84,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,NoSort,85962754,1037.87,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,NoSort,85962754,1024.3,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,NoSort,85962754,1021.32,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,NoSort,85962754,1027.91,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,NoSort,85962754,1018.42,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,NoSort,85962754,1018.08,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,NoSort,85962754,1027,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,NoSort,85962754,1027.08,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,NoSort,85962754,1024.32,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Asc,85962754,3105.42,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Asc,85962754,3119.76,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Asc,85962754,3124.69,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Asc,85962754,3135.56,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Asc,85962754,3111.01,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Asc,85962754,3124.3,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Asc,85962754,3123.91,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Asc,85962754,3123.22,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Asc,85962754,3127.17,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Asc,85962754,3126.35,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Desc,85962754,3064.27,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Desc,85962754,3042.88,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Desc,85962754,3045.14,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Desc,85962754,3042.62,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Desc,85962754,3044.22,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Desc,85962754,3071.42,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Desc,85962754,3059.81,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Desc,85962754,3059.03,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Desc,85962754,3049.91,Measured
rgg_n_2_22_s0.mtx,LAGraph,Sandia_ULT,Desc,85962754,3056.27,Measured
rgg_n_2_22_s0.mtx,SPLA,Masked-mxm,None,,141.704,Warmup
rgg_n_2_22_s0.mtx,SPLA,Masked-mxm,None,,41.188,Measured
rgg_n_2_22_s0.mtx,SPLA,Masked-mxm,None,,40.986,Measured
rgg_n_2_22_s0.mtx,SPLA,Masked-mxm,None,,41.459,Measured
rgg_n_2_22_s0.mtx,SPLA,Masked-mxm,None,,40.451,Measured
rgg_n_2_22_s0.mtx,SPLA,Masked-mxm,None,,41.235,Measured
rgg_n_2_22_s0.mtx,SPLA,Masked-mxm,None,,41.9,Measured
rgg_n_2_22_s0.mtx,SPLA,Masked-mxm,None,,40.3,Measured
rgg_n_2_22_s0.mtx,SPLA,Masked-mxm,None,,41.211,Measured
rgg_n_2_22_s0.mtx,SPLA,Masked-mxm,None,,42.264,Measured
rgg_n_2_22_s0.mtx,SPLA,Masked-mxm,None,,40.012,Measured
